"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","LFPR","15_24","PC_AGE","A","2020",43.6806470052693,
"IRL","LFPR","15_24","PC_AGE","A","2021",50.1988666260498,
"IRL","LFPR","15_24","PC_AGE","A","2022",52.9983816511266,
"IRL","LFPR","55_64","PC_AGE","A","1961",55.5763473053892,
"IRL","LFPR","55_64","PC_AGE","A","1966",56.4045773348099,
"IRL","LFPR","55_64","PC_AGE","A","1971",56.6435986159169,
"IRL","LFPR","55_64","PC_AGE","A","1975",52.3662551440329,
"IRL","LFPR","55_64","PC_AGE","A","1977",50.770811921891,
"IRL","LFPR","55_64","PC_AGE","A","1979",48.5586822237474,
"IRL","LFPR","55_64","PC_AGE","A","1981",48.6673589477327,
"IRL","LFPR","55_64","PC_AGE","A","1983",48.4027777777777,
"IRL","LFPR","55_64","PC_AGE","A","1984",47.2657610588644,
"IRL","LFPR","55_64","PC_AGE","A","1985",45.0758912813272,
"IRL","LFPR","55_64","PC_AGE","A","1986",43.4859779907703,
"IRL","LFPR","55_64","PC_AGE","A","1987",44.5441493180186,
"IRL","LFPR","55_64","PC_AGE","A","1988",43.7590187590187,
"IRL","LFPR","55_64","PC_AGE","A","1989",41.8293564714388,
"IRL","LFPR","55_64","PC_AGE","A","1990",42.1109902067464,
"IRL","LFPR","55_64","PC_AGE","A","1991",42.4340917298663,
"IRL","LFPR","55_64","PC_AGE","A","1992",41.7621776504297,
"IRL","LFPR","55_64","PC_AGE","A","1993",42.4307036247334,
"IRL","LFPR","55_64","PC_AGE","A","1994",43.1887125220458,
"IRL","LFPR","55_64","PC_AGE","A","1995",42.6871280927027,
"IRL","LFPR","55_64","PC_AGE","A","1996",43.2646048109965,
"IRL","LFPR","55_64","PC_AGE","A","1997",42.7677000135372,
"IRL","LFPR","55_64","PC_AGE","A","1998",43.7991471019371,
"IRL","LFPR","55_64","PC_AGE","A","1999",45.6970300479863,
"IRL","LFPR","55_64","PC_AGE","A","2000",45.8702340915081,
"IRL","LFPR","55_64","PC_AGE","A","2001",47.3867734528694,
"IRL","LFPR","55_64","PC_AGE","A","2002",48.6390354297724,
"IRL","LFPR","55_64","PC_AGE","A","2003",49.6158651156619,
"IRL","LFPR","55_64","PC_AGE","A","2004",50.3309412131179,
"IRL","LFPR","55_64","PC_AGE","A","2005",52.6339530586437,
"IRL","LFPR","55_64","PC_AGE","A","2006",54.0625421790437,
"IRL","LFPR","55_64","PC_AGE","A","2007",54.7329100065468,
"IRL","LFPR","55_64","PC_AGE","A","2008",55.2107733615912,
"IRL","LFPR","55_64","PC_AGE","A","2009",54.6927633001538,
"IRL","LFPR","55_64","PC_AGE","A","2010",54.873731327585,
"IRL","LFPR","55_64","PC_AGE","A","2011",55.4265896557695,
"IRL","LFPR","55_64","PC_AGE","A","2012",55.0778814783232,
"IRL","LFPR","55_64","PC_AGE","A","2013",57.4368038136877,
"IRL","LFPR","55_64","PC_AGE","A","2014",58.2385255202515,
"IRL","LFPR","55_64","PC_AGE","A","2015",60.1602004489683,
"IRL","LFPR","55_64","PC_AGE","A","2016",60.6263820058872,
"IRL","LFPR","55_64","PC_AGE","A","2017",61.870809537895,
"IRL","LFPR","55_64","PC_AGE","A","2018",62.8652073162253,
"IRL","LFPR","55_64","PC_AGE","A","2019",63.4933595358965,
"IRL","LFPR","55_64","PC_AGE","A","2020",63.8528682982899,
"IRL","LFPR","55_64","PC_AGE","A","2021",65.72529393236,
"IRL","LFPR","55_64","PC_AGE","A","2022",68.4108127831712,
"IRL","LFPR","65MORE","PC_AGE","A","1961",32.3072040622024,
"IRL","LFPR","65MORE","PC_AGE","A","1966",29.5665634674922,
"IRL","LFPR","65MORE","PC_AGE","A","1971",26.2280169799878,
"IRL","LFPR","65MORE","PC_AGE","A","1975",16.7341040462427,
"IRL","LFPR","65MORE","PC_AGE","A","1977",14.8263202485173,
"IRL","LFPR","65MORE","PC_AGE","A","1979",14.1512046524508,
"IRL","LFPR","65MORE","PC_AGE","A","1981",13.2520325203252,
"IRL","LFPR","65MORE","PC_AGE","A","1983",11.5292870394911,
"IRL","LFPR","65MORE","PC_AGE","A","1984",10.1628151260504,
"IRL","LFPR","65MORE","PC_AGE","A","1985",9.36922670889416,
"IRL","LFPR","65MORE","PC_AGE","A","1986",9.91155046826222,
"IRL","LFPR","65MORE","PC_AGE","A","1987",9.53488372093023,
"IRL","LFPR","65MORE","PC_AGE","A","1988",10.1071975497702,
"IRL","LFPR","65MORE","PC_AGE","A","1989",9.38364779874213,
"IRL","LFPR","65MORE","PC_AGE","A","1990",9.05,
"IRL","LFPR","65MORE","PC_AGE","A","1991",9.0096798212956,
"IRL","LFPR","65MORE","PC_AGE","A","1992",9.11779201577131,
"IRL","LFPR","65MORE","PC_AGE","A","1993",8.62956607011522,
"IRL","LFPR","65MORE","PC_AGE","A","1994",8.22436338609772,
"IRL","LFPR","65MORE","PC_AGE","A","1995",8.25307814214311,
"IRL","LFPR","65MORE","PC_AGE","A","1996",8.48896434634974,
"IRL","LFPR","65MORE","PC_AGE","A","1997",8.44964256188299,
"IRL","LFPR","65MORE","PC_AGE","A","1998",8.20259719786335,
"IRL","LFPR","65MORE","PC_AGE","A","1999",8.03065375241798,
"IRL","LFPR","65MORE","PC_AGE","A","2000",6.80267199750676,
"IRL","LFPR","65MORE","PC_AGE","A","2001",6.9690195653981,
"IRL","LFPR","65MORE","PC_AGE","A","2002",7.14900310792151,
"IRL","LFPR","65MORE","PC_AGE","A","2003",6.84982194357552,
"IRL","LFPR","65MORE","PC_AGE","A","2004",6.83322968800777,
"IRL","LFPR","65MORE","PC_AGE","A","2005",7.05295725704018,
"IRL","LFPR","65MORE","PC_AGE","A","2006",7.49968810264574,
"IRL","LFPR","65MORE","PC_AGE","A","2007",8.42485676583322,
"IRL","LFPR","65MORE","PC_AGE","A","2008",8.64648711374159,
"IRL","LFPR","65MORE","PC_AGE","A","2009",8.38624679645424,
"IRL","LFPR","65MORE","PC_AGE","A","2010",8.3001568975345,
"IRL","LFPR","65MORE","PC_AGE","A","2011",8.4014276190547,
"IRL","LFPR","65MORE","PC_AGE","A","2012",8.50672091976205,
"IRL","LFPR","65MORE","PC_AGE","A","2013",8.70500960401158,
"IRL","LFPR","65MORE","PC_AGE","A","2014",9.02493140103256,
"IRL","LFPR","65MORE","PC_AGE","A","2015",9.86900737384077,
"IRL","LFPR","65MORE","PC_AGE","A","2016",10.0623217157247,
"IRL","LFPR","65MORE","PC_AGE","A","2017",9.84688055159826,
"IRL","LFPR","65MORE","PC_AGE","A","2018",10.5513347424219,
"IRL","LFPR","65MORE","PC_AGE","A","2019",11.2269833533805,
"IRL","LFPR","65MORE","PC_AGE","A","2020",11.4549958098512,
"IRL","LFPR","65MORE","PC_AGE","A","2021",12.8228170383442,
"IRL","LFPR","65MORE","PC_AGE","A","2022",12.4073632980391,
"ITA","LFPR","15_24","PC_AGE","A","1970",43.795445561159,
"ITA","LFPR","15_24","PC_AGE","A","1971",42.9289627877678,
"ITA","LFPR","15_24","PC_AGE","A","1972",41.7763714099374,
"ITA","LFPR","15_24","PC_AGE","A","1973",40.5245933549886,
"ITA","LFPR","15_24","PC_AGE","A","1974",38.8978737573134,
"ITA","LFPR","15_24","PC_AGE","A","1975",38.2330451149932,
"ITA","LFPR","15_24","PC_AGE","A","1976",37.8204377853213,
"ITA","LFPR","15_24","PC_AGE","A","1977",44.4635883298874,
"ITA","LFPR","15_24","PC_AGE","A","1978",43.5342895562528,
"ITA","LFPR","15_24","PC_AGE","A","1979",44.2849315068493,
"ITA","LFPR","15_24","PC_AGE","A","1980",45.2984994062398,
"ITA","LFPR","15_24","PC_AGE","A","1981",44.8838200810061,
"ITA","LFPR","15_24","PC_AGE","A","1982",44.7432247179162,
"ITA","LFPR","15_24","PC_AGE","A","1983",44.6062002513615,
"ITA","LFPR","15_24","PC_AGE","A","1984",44.0538284998956,
"ITA","LFPR","15_24","PC_AGE","A","1985",43.8400501148465,
"ITA","LFPR","15_24","PC_AGE","A","1986",44.5824634655532,
"ITA","LFPR","15_24","PC_AGE","A","1987",45.253562447611,
"ITA","LFPR","15_24","PC_AGE","A","1988",45.1380304903172,
"ITA","LFPR","15_24","PC_AGE","A","1989",44.4925089681367,
"ITA","LFPR","15_24","PC_AGE","A","1990",43.4913317967732,
"ITA","LFPR","15_24","PC_AGE","A","1991",42.2372130487313,
"ITA","LFPR","15_24","PC_AGE","A","1992",41.2515312372396,
"ITA","LFPR","15_24","PC_AGE","A","1993",42.0609510257322,
"ITA","LFPR","15_24","PC_AGE","A","1994",40.7331236390031,
"ITA","LFPR","15_24","PC_AGE","A","1995",40.1493466085874,
"ITA","LFPR","15_24","PC_AGE","A","1996",39.6487629791052,
"ITA","LFPR","15_24","PC_AGE","A","1997",39.7301944187276,
"ITA","LFPR","15_24","PC_AGE","A","1998",40.0792025126314,
"ITA","LFPR","15_24","PC_AGE","A","1999",39.6125017677839,
"ITA","LFPR","15_24","PC_AGE","A","2000",39.5035003123825,
"ITA","LFPR","15_24","PC_AGE","A","2001",37.5969024591737,
"ITA","LFPR","15_24","PC_AGE","A","2002",36.2639060568603,
"ITA","LFPR","15_24","PC_AGE","A","2003",35.2542720645503,
"ITA","LFPR","15_24","PC_AGE","A","2004",35.6871781468722,
"ITA","LFPR","15_24","PC_AGE","A","2005",33.5827569142935,
"ITA","LFPR","15_24","PC_AGE","A","2006",32.3475161404049,
"ITA","LFPR","15_24","PC_AGE","A","2007",30.823515255673,
"ITA","LFPR","15_24","PC_AGE","A","2008",30.7458586186757,
"ITA","LFPR","15_24","PC_AGE","A","2009",28.8450128878786,
"ITA","LFPR","15_24","PC_AGE","A","2010",28.0848235761031,
"ITA","LFPR","15_24","PC_AGE","A","2011",27.11057533748,
"ITA","LFPR","15_24","PC_AGE","A","2012",28.5560926519573,
"ITA","LFPR","15_24","PC_AGE","A","2013",27.1404765164982,
"ITA","LFPR","15_24","PC_AGE","A","2014",27.1423929352276,
"ITA","LFPR","15_24","PC_AGE","A","2015",26.1864865929371,
"ITA","LFPR","15_24","PC_AGE","A","2016",26.6067180192469,
"ITA","LFPR","15_24","PC_AGE","A","2017",26.177389642229,
"ITA","LFPR","15_24","PC_AGE","A","2018",26.0755835105061,
"ITA","LFPR","15_24","PC_AGE","A","2019",26.0828514116122,
"ITA","LFPR","15_24","PC_AGE","A","2020",23.8253820209745,
"ITA","LFPR","15_24","PC_AGE","A","2021",24.9237279361092,
"ITA","LFPR","15_24","PC_AGE","A","2022",25.9741174020716,
"ITA","LFPR","55_64","PC_AGE","A","1970",28.7793105932356,
"ITA","LFPR","55_64","PC_AGE","A","1971",27.9125360331856,
"ITA","LFPR","55_64","PC_AGE","A","1972",25.4713747000342,
"ITA","LFPR","55_64","PC_AGE","A","1973",24.6142542248346,
"ITA","LFPR","55_64","PC_AGE","A","1974",25.2598342323378,
"ITA","LFPR","55_64","PC_AGE","A","1975",24.6690734055354,
"ITA","LFPR","55_64","PC_AGE","A","1976",23.5628400152465,
"ITA","LFPR","55_64","PC_AGE","A","1977",25.7797820368282,
"ITA","LFPR","55_64","PC_AGE","A","1978",24.1465445462114,
"ITA","LFPR","55_64","PC_AGE","A","1979",23.3470132238942,
"ITA","LFPR","55_64","PC_AGE","A","1980",24.4614003590664,
"ITA","LFPR","55_64","PC_AGE","A","1981",25.7017543859649,
"ITA","LFPR","55_64","PC_AGE","A","1982",26.6028309741881,
"ITA","LFPR","55_64","PC_AGE","A","1983",35.2209944751381,
"ITA","LFPR","55_64","PC_AGE","A","1984",34.4411764705882,
"ITA","LFPR","55_64","PC_AGE","A","1985",33.9476378528594,
"ITA","LFPR","55_64","PC_AGE","A","1986",33.8167719701321,
"ITA","LFPR","55_64","PC_AGE","A","1987",33.5540521088239,
"ITA","LFPR","55_64","PC_AGE","A","1988",33.6127290808353,
"ITA","LFPR","55_64","PC_AGE","A","1989",32.6389866291344,
"ITA","LFPR","55_64","PC_AGE","A","1990",33.3828333828333,
"ITA","LFPR","55_64","PC_AGE","A","1991",32.8785211267605,
"ITA","LFPR","55_64","PC_AGE","A","1992",32.125748502994,
"ITA","LFPR","55_64","PC_AGE","A","1993",31.2181218121812,
"ITA","LFPR","55_64","PC_AGE","A","1994",30.4121410504389,
"ITA","LFPR","55_64","PC_AGE","A","1995",29.6056503825779,
"ITA","LFPR","55_64","PC_AGE","A","1996",29.9136543246012,
"ITA","LFPR","55_64","PC_AGE","A","1997",29.2368536692544,
"ITA","LFPR","55_64","PC_AGE","A","1998",29.1819113127469,
"ITA","LFPR","55_64","PC_AGE","A","1999",29.0360559234731,
"ITA","LFPR","55_64","PC_AGE","A","2000",28.9531068007637,
"ITA","LFPR","55_64","PC_AGE","A","2001",29.2247034942483,
"ITA","LFPR","55_64","PC_AGE","A","2002",30.1474926253687,
"ITA","LFPR","55_64","PC_AGE","A","2003",31.4541637603706,
"ITA","LFPR","55_64","PC_AGE","A","2004",31.8842499489095,
"ITA","LFPR","55_64","PC_AGE","A","2005",32.5497102197453,
"ITA","LFPR","55_64","PC_AGE","A","2006",33.4059642720131,
"ITA","LFPR","55_64","PC_AGE","A","2007",34.5107065467186,
"ITA","LFPR","55_64","PC_AGE","A","2008",35.4125170664602,
"ITA","LFPR","55_64","PC_AGE","A","2009",36.8806211586905,
"ITA","LFPR","55_64","PC_AGE","A","2010",37.8711314256126,
"ITA","LFPR","55_64","PC_AGE","A","2011",39.3462066455606,
"ITA","LFPR","55_64","PC_AGE","A","2012",42.5366955480286,
"ITA","LFPR","55_64","PC_AGE","A","2013",45.284123408809,
"ITA","LFPR","55_64","PC_AGE","A","2014",48.9171255605123,
"ITA","LFPR","55_64","PC_AGE","A","2015",51.0720957185658,
"ITA","LFPR","55_64","PC_AGE","A","2016",53.4002637834096,
"ITA","LFPR","55_64","PC_AGE","A","2017",55.411174150213,
"ITA","LFPR","55_64","PC_AGE","A","2018",56.9529627656363,
"ITA","LFPR","55_64","PC_AGE","A","2019",57.4053074461457,
"ITA","LFPR","55_64","PC_AGE","A","2020",57.0720630512225,
"ITA","LFPR","55_64","PC_AGE","A","2021",56.5414915035021,
"ITA","LFPR","55_64","PC_AGE","A","2022",57.8144537367422,
"ITA","LFPR","65MORE","PC_AGE","A","1993",4.06830162732065,
"ITA","LFPR","65MORE","PC_AGE","A","1994",3.73643584293545,
"ITA","LFPR","65MORE","PC_AGE","A","1995",3.6520222391802,
"ITA","LFPR","65MORE","PC_AGE","A","1996",3.62418960569667,
"ITA","LFPR","65MORE","PC_AGE","A","1997",3.96214642262895,
"ITA","LFPR","65MORE","PC_AGE","A","1998",3.62503829265802,
"ITA","LFPR","65MORE","PC_AGE","A","1999",3.44585091420534,
"ITA","LFPR","65MORE","PC_AGE","A","2000",3.31368361532172,
"ITA","LFPR","65MORE","PC_AGE","A","2001",3.41912180119927,
"ITA","LFPR","65MORE","PC_AGE","A","2002",3.45951126018207,
"ITA","LFPR","65MORE","PC_AGE","A","2003",3.38390855259375,
"ITA","LFPR","65MORE","PC_AGE","A","2004",3.20545883075555,
"ITA","LFPR","65MORE","PC_AGE","A","2005",3.15134600042206,
"ITA","LFPR","65MORE","PC_AGE","A","2006",3.29303255144118,
"ITA","LFPR","65MORE","PC_AGE","A","2007",3.2870957774786,
"ITA","LFPR","65MORE","PC_AGE","A","2008",3.40233279213584,
"ITA","LFPR","65MORE","PC_AGE","A","2009",3.19160940798254,
"ITA","LFPR","65MORE","PC_AGE","A","2010",3.16637322096361,
"ITA","LFPR","65MORE","PC_AGE","A","2011",3.19551860009939,
"ITA","LFPR","65MORE","PC_AGE","A","2012",3.43262221613032,
"ITA","LFPR","65MORE","PC_AGE","A","2013",3.51524877990748,
"ITA","LFPR","65MORE","PC_AGE","A","2014",3.69816828023859,
"ITA","LFPR","65MORE","PC_AGE","A","2015",3.83982797258047,
"ITA","LFPR","65MORE","PC_AGE","A","2016",3.99078621184787,
"ITA","LFPR","65MORE","PC_AGE","A","2017",4.42125802768138,
"ITA","LFPR","65MORE","PC_AGE","A","2018",4.77942826609844,
"ITA","LFPR","65MORE","PC_AGE","A","2019",5.0666609343315,
"ITA","LFPR","65MORE","PC_AGE","A","2020",5.05533052045095,
"ITA","LFPR","65MORE","PC_AGE","A","2021",5.24877639025335,
"ITA","LFPR","65MORE","PC_AGE","A","2022",5.07194545558721,
"JPN","LFPR","15_24","PC_AGE","A","1968",55.860349127182,
"JPN","LFPR","15_24","PC_AGE","A","1969",55.0301810865191,
"JPN","LFPR","15_24","PC_AGE","A","1970",55.5889724310777,
"JPN","LFPR","15_24","PC_AGE","A","1971",56.0417702635504,
"JPN","LFPR","15_24","PC_AGE","A","1972",54.2812662169174,
"JPN","LFPR","15_24","PC_AGE","A","1973",52.827140549273,
"JPN","LFPR","15_24","PC_AGE","A","1974",50,
"JPN","LFPR","15_24","PC_AGE","A","1975",47.953216374269,
"JPN","LFPR","15_24","PC_AGE","A","1976",46.1770018061408,
"JPN","LFPR","15_24","PC_AGE","A","1977",45.1751690227412,
"JPN","LFPR","15_24","PC_AGE","A","1978",44.6861404599129,
"JPN","LFPR","15_24","PC_AGE","A","1979",44.077306733167,
"JPN","LFPR","15_24","PC_AGE","A","1980",43.3622828784119,
"JPN","LFPR","15_24","PC_AGE","A","1981",43.4620174346201,
"JPN","LFPR","15_24","PC_AGE","A","1982",43.360098826436,
"JPN","LFPR","15_24","PC_AGE","A","1983",44.1818181818181,
"JPN","LFPR","15_24","PC_AGE","A","1984",43.7686344663088,
"JPN","LFPR","15_24","PC_AGE","A","1985",42.8654970760233,
"JPN","LFPR","15_24","PC_AGE","A","1986",43.1428571428571,
"JPN","LFPR","15_24","PC_AGE","A","1987",42.6101505856107,
"JPN","LFPR","15_24","PC_AGE","A","1988",42.6238432226456,
"JPN","LFPR","15_24","PC_AGE","A","1989",43.1163287086446,
"JPN","LFPR","15_24","PC_AGE","A","1990",44.0803382663847,
"JPN","LFPR","15_24","PC_AGE","A","1991",45.4261954261954,
"JPN","LFPR","15_24","PC_AGE","A","1992",46.5903175429463,
"JPN","LFPR","15_24","PC_AGE","A","1993",47.1727748691099,
"JPN","LFPR","15_24","PC_AGE","A","1994",47.5913181577554,
"JPN","LFPR","15_24","PC_AGE","A","1995",47.6344086021505,
"JPN","LFPR","15_24","PC_AGE","A","1996",48.2663731425426,
"JPN","LFPR","15_24","PC_AGE","A","1997",48.5568760611205,
"JPN","LFPR","15_24","PC_AGE","A","1998",48.3100233100233,
"JPN","LFPR","15_24","PC_AGE","A","1999",47.2388955582232,
"JPN","LFPR","15_24","PC_AGE","A","2000",47.0333745364647,
"JPN","LFPR","15_24","PC_AGE","A","2001",46.4717101080737,
"JPN","LFPR","15_24","PC_AGE","A","2002",45.5555555555555,
"JPN","LFPR","15_24","PC_AGE","A","2003",44.8091091761553,
"JPN","LFPR","15_24","PC_AGE","A","2004",44.1700960219478,
"JPN","LFPR","15_24","PC_AGE","A","2005",44.7572132301196,
"JPN","LFPR","15_24","PC_AGE","A","2006",44.9964002879769,
"JPN","LFPR","15_24","PC_AGE","A","2007",44.8859455481972,
"JPN","LFPR","15_24","PC_AGE","A","2008",44.5945945945945,
"JPN","LFPR","15_24","PC_AGE","A","2009",43.8744257274119,
"JPN","LFPR","15_24","PC_AGE","A","2010",43.1357254290171,
"JPN","LFPR","15_24","PC_AGE","A","2011",42.477140482128,
"JPN","LFPR","15_24","PC_AGE","A","2012",41.7813765182186,
"JPN","LFPR","15_24","PC_AGE","A","2013",42.6242868785656,
"JPN","LFPR","15_24","PC_AGE","A","2014",42.997542997543,
"JPN","LFPR","15_24","PC_AGE","A","2015",43.0327868852458,
"JPN","LFPR","15_24","PC_AGE","A","2016",44.7626841243862,
"JPN","LFPR","15_24","PC_AGE","A","2017",44.5171849427168,
"JPN","LFPR","15_24","PC_AGE","A","2018",47.7941176470588,
"JPN","LFPR","15_24","PC_AGE","A","2019",49.1816693944353,
"JPN","LFPR","15_24","PC_AGE","A","2020",48.5996705107084,
"JPN","LFPR","15_24","PC_AGE","A","2021",48.8702928870292,
"JPN","LFPR","15_24","PC_AGE","A","2022",48.6371379897785,
"JPN","LFPR","55_64","PC_AGE","A","1968",64.8267008985879,
"JPN","LFPR","55_64","PC_AGE","A","1969",64.75,
"JPN","LFPR","55_64","PC_AGE","A","1970",64.1370869033047,
"JPN","LFPR","55_64","PC_AGE","A","1971",64.3623361144219,
"JPN","LFPR","55_64","PC_AGE","A","1972",63.4002361275088,
"JPN","LFPR","55_64","PC_AGE","A","1973",63.8568129330254,
"JPN","LFPR","55_64","PC_AGE","A","1974",62.929061784897,
"JPN","LFPR","55_64","PC_AGE","A","1975",62.6681614349775,
"JPN","LFPR","55_64","PC_AGE","A","1976",62.5137816979051,
"JPN","LFPR","55_64","PC_AGE","A","1977",62.1885157096424,
"JPN","LFPR","55_64","PC_AGE","A","1978",62.7388535031847,
"JPN","LFPR","55_64","PC_AGE","A","1979",62.9132231404958,
"JPN","LFPR","55_64","PC_AGE","A","1980",63.0109670987038,
"JPN","LFPR","55_64","PC_AGE","A","1981",62.8352490421455,
"JPN","LFPR","55_64","PC_AGE","A","1982",63.5110294117647,
"JPN","LFPR","55_64","PC_AGE","A","1983",63.7323943661971,
"JPN","LFPR","55_64","PC_AGE","A","1984",62.8883291351805,
"JPN","LFPR","55_64","PC_AGE","A","1985",62.8849270664505,
"JPN","LFPR","55_64","PC_AGE","A","1986",62.734375,
"JPN","LFPR","55_64","PC_AGE","A","1987",62.9992464204973,
"JPN","LFPR","55_64","PC_AGE","A","1988",63.0007283321194,
"JPN","LFPR","55_64","PC_AGE","A","1989",63.6621717530163,
"JPN","LFPR","55_64","PC_AGE","A","1990",64.677307425399,
"JPN","LFPR","55_64","PC_AGE","A","1991",66.0095173351461,
"JPN","LFPR","55_64","PC_AGE","A","1992",66.2216288384512,
"JPN","LFPR","55_64","PC_AGE","A","1993",66.4690382081686,
"JPN","LFPR","55_64","PC_AGE","A","1994",66.0514172709294,
"JPN","LFPR","55_64","PC_AGE","A","1995",66.1879895561357,
"JPN","LFPR","55_64","PC_AGE","A","1996",66.3455362877328,
"JPN","LFPR","55_64","PC_AGE","A","1997",66.8753913587977,
"JPN","LFPR","55_64","PC_AGE","A","1998",67.0995670995671,
"JPN","LFPR","55_64","PC_AGE","A","1999",67.0509708737864,
"JPN","LFPR","55_64","PC_AGE","A","2000",66.4841849148418,
"JPN","LFPR","55_64","PC_AGE","A","2001",65.8204334365325,
"JPN","LFPR","55_64","PC_AGE","A","2002",65.4031287605294,
"JPN","LFPR","55_64","PC_AGE","A","2003",65.7803468208092,
"JPN","LFPR","55_64","PC_AGE","A","2004",65.9680088251516,
"JPN","LFPR","55_64","PC_AGE","A","2005",66.595059076262,
"JPN","LFPR","55_64","PC_AGE","A","2006",67.3404255319148,
"JPN","LFPR","55_64","PC_AGE","A","2007",68.4294024325753,
"JPN","LFPR","55_64","PC_AGE","A","2008",68.8097768331562,
"JPN","LFPR","55_64","PC_AGE","A","2009",68.6759956942949,
"JPN","LFPR","55_64","PC_AGE","A","2010",68.6727565824825,
"JPN","LFPR","55_64","PC_AGE","A","2011",68.158925573587,
"JPN","LFPR","55_64","PC_AGE","A","2012",68.2263329706202,
"JPN","LFPR","55_64","PC_AGE","A","2013",69.4412770809578,
"JPN","LFPR","55_64","PC_AGE","A","2014",70.9773539928486,
"JPN","LFPR","55_64","PC_AGE","A","2015",72.1981424148606,
"JPN","LFPR","55_64","PC_AGE","A","2016",73.580089342693,
"JPN","LFPR","55_64","PC_AGE","A","2017",75.2750809061488,
"JPN","LFPR","55_64","PC_AGE","A","2018",76.9986893840104,
"JPN","LFPR","55_64","PC_AGE","A","2019",77.8580814717476,
"JPN","LFPR","55_64","PC_AGE","A","2020",78.6788750817527,
"JPN","LFPR","55_64","PC_AGE","A","2021",79.1447368421052,
"JPN","LFPR","55_64","PC_AGE","A","2022",80.0907911802853,
"JPN","LFPR","65MORE","PC_AGE","A","1968",33.6244541484716,
"JPN","LFPR","65MORE","PC_AGE","A","1969",32.9561527581329,
"JPN","LFPR","65MORE","PC_AGE","A","1970",31.7744154057771,
"JPN","LFPR","65MORE","PC_AGE","A","1971",30.388219544846,
"JPN","LFPR","65MORE","PC_AGE","A","1972",29.1933418693982,
"JPN","LFPR","65MORE","PC_AGE","A","1973",29.7794117647058,
"JPN","LFPR","65MORE","PC_AGE","A","1974",28.6894923258559,
"JPN","LFPR","65MORE","PC_AGE","A","1975",27.872582480091,
"JPN","LFPR","65MORE","PC_AGE","A","1976",27.2428884026258,
"JPN","LFPR","65MORE","PC_AGE","A","1977",26.8421052631578,
"JPN","LFPR","65MORE","PC_AGE","A","1978",26.7748478701825,
"JPN","LFPR","65MORE","PC_AGE","A","1979",26.46484375,
"JPN","LFPR","65MORE","PC_AGE","A","1980",26.3207547169811,
"JPN","LFPR","65MORE","PC_AGE","A","1981",26.3254113345521,
"JPN","LFPR","65MORE","PC_AGE","A","1982",25.531914893617,
"JPN","LFPR","65MORE","PC_AGE","A","1983",25.5813953488372,
"JPN","LFPR","65MORE","PC_AGE","A","1984",24.8530646515533,
"JPN","LFPR","65MORE","PC_AGE","A","1985",24.330900243309,
"JPN","LFPR","65MORE","PC_AGE","A","1986",23.7421383647798,
"JPN","LFPR","65MORE","PC_AGE","A","1987",23.5649546827794,
"JPN","LFPR","65MORE","PC_AGE","A","1988",23.778264040846,
"JPN","LFPR","65MORE","PC_AGE","A","1989",23.8396624472573,
"JPN","LFPR","65MORE","PC_AGE","A","1990",24.3243243243243,
"JPN","LFPR","65MORE","PC_AGE","A","1991",25.2590673575129,
"JPN","LFPR","65MORE","PC_AGE","A","1992",25.4027261462205,
"JPN","LFPR","65MORE","PC_AGE","A","1993",24.8510131108462,
"JPN","LFPR","65MORE","PC_AGE","A","1994",24.7853463079564,
"JPN","LFPR","65MORE","PC_AGE","A","1995",24.5449531163816,
"JPN","LFPR","65MORE","PC_AGE","A","1996",24.1507430997876,
"JPN","LFPR","65MORE","PC_AGE","A","1997",24.20998980632,
"JPN","LFPR","65MORE","PC_AGE","A","1998",23.7978410206084,
"JPN","LFPR","65MORE","PC_AGE","A","1999",23.4345351043643,
"JPN","LFPR","65MORE","PC_AGE","A","2000",22.6146788990825,
"JPN","LFPR","65MORE","PC_AGE","A","2001",21.7602830605926,
"JPN","LFPR","65MORE","PC_AGE","A","2002",20.8085106382978,
"JPN","LFPR","65MORE","PC_AGE","A","2003",20.1569599339116,
"JPN","LFPR","65MORE","PC_AGE","A","2004",19.7660346914078,
"JPN","LFPR","65MORE","PC_AGE","A","2005",19.7564807541241,
"JPN","LFPR","65MORE","PC_AGE","A","2006",19.8095238095238,
"JPN","LFPR","65MORE","PC_AGE","A","2007",20.1391431709996,
"JPN","LFPR","65MORE","PC_AGE","A","2008",20.1566951566951,
"JPN","LFPR","65MORE","PC_AGE","A","2009",20.06237006237,
"JPN","LFPR","65MORE","PC_AGE","A","2010",19.8977853492333,
"JPN","LFPR","65MORE","PC_AGE","A","2011",19.6883852691218,
"JPN","LFPR","65MORE","PC_AGE","A","2012",19.9345335515548,
"JPN","LFPR","65MORE","PC_AGE","A","2013",20.5492424242424,
"JPN","LFPR","65MORE","PC_AGE","A","2014",21.2694537686908,
"JPN","LFPR","65MORE","PC_AGE","A","2015",22.106824925816,
"JPN","LFPR","65MORE","PC_AGE","A","2016",22.7576197387518,
"JPN","LFPR","65MORE","PC_AGE","A","2017",23.4656009135027,
"JPN","LFPR","65MORE","PC_AGE","A","2018",24.6830092983939,
"JPN","LFPR","65MORE","PC_AGE","A","2019",25.3210496929089,
"JPN","LFPR","65MORE","PC_AGE","A","2020",25.4777070063694,
